date	2-200	2-120	2-260	3-120	3_35	4-260	4-200	4-120	4_35	6_260	6_200	6_120	6_35	6_200	7_120	8_120	8_200	9_200a	9_200b	9_200c	9_200d	10_260	10_200	10_120	10_35
30/10/2015 12:25	22.058	23.665	22.369	22.369	22.082	22.274	22.130	21.939	22.082	22.178	22.274	21.963	22.011	22.776	22.513	22.321	21.891	22.274	22.298	22.274	22.274	22.561	22.369	22.465	22.034
30/10/2015 12:30	22.226	23.785	22.130	22.226	21.939	22.250	22.154	21.963	22.082	22.154	22.202	21.963	21.939	22.609	22.393	22.250	21.891	22.058	22.082	22.082	22.106	22.417	22.393	22.489	22.106
30/10/2015 12:35	22.154	23.617	21.963	22.106	21.819	22.178	22.106	21.939	22.058	22.106	22.106	21.939	21.867	22.393	22.226	22.154	21.795	21.939	21.963	21.963	22.011	22.226	22.321	22.393	21.987
30/10/2015 12:40	22.058	23.448	21.891	22.082	21.795	22.130	22.058	21.915	22.011	22.082	22.034	21.915	21.819	22.226	22.082	22.082	21.724	21.867	21.891	21.915	21.963	22.106	22.202	22.298	21.891
30/10/2015 12:45	21.987	23.352	21.891	22.058	21.772	22.082	22.011	21.915	21.987	22.058	21.987	21.891	21.795	22.106	22.034	22.011	21.700	21.843	21.891	21.891	21.939	22.034	22.130	22.250	21.795
30/10/2015 12:50	21.915	23.328	21.891	22.011	21.748	22.058	21.987	21.891	21.963	22.058	21.963	21.891	21.795	22.011	21.987	21.939	21.676	21.819	21.867	21.867	21.891	21.987	22.058	22.202	21.772
30/10/2015 12:55	21.891	23.304	21.915	21.987	21.748	22.058	21.963	21.891	21.963	22.034	21.939	21.891	21.795	21.915	21.963	21.891	21.676	21.819	21.867	21.867	21.915	21.963	22.034	22.178	21.795
30/10/2015 13:00	21.867	23.304	21.963	22.011	21.772	22.058	21.987	21.915	21.963	22.034	21.939	21.891	21.795	21.891	21.963	21.867	21.676	21.843	21.891	21.891	21.915	21.939	22.011	22.130	21.819
30/10/2015 13:05	21.843	23.304	21.987	22.011	21.772	22.058	21.963	21.915	21.963	22.058	21.963	21.915	21.795	21.867	21.963	21.843	21.676	21.843	21.891	21.891	21.939	21.963	22.011	22.154	21.819
30/10/2015 13:10	21.843	23.328	21.987	22.034	21.795	22.058	21.987	21.939	21.987	22.058	21.963	21.915	21.819	21.867	21.987	21.843	21.700	21.867	21.891	21.915	21.939	21.963	22.034	22.154	21.819
30/10/2015 13:15	21.843	23.328	22.011	22.011	21.795	22.058	21.987	21.939	21.987	22.058	21.963	21.915	21.819	21.867	21.987	21.819	21.700	21.867	21.915	21.915	21.963	21.963	22.034	22.154	21.819
30/10/2015 13:20	21.843	23.352	22.011	22.034	21.819	22.082	21.987	21.963	22.011	22.058	21.987	21.939	21.843	21.867	21.987	21.843	21.700	21.891	21.915	21.939	21.963	21.963	22.058	22.154	21.843
30/10/2015 13:25	21.843	23.352	21.987	22.034	21.843	22.082	21.987	21.963	21.987	22.082	21.987	21.939	21.843	21.867	22.011	21.843	21.724	21.891	21.939	21.939	21.963	21.963	22.058	22.154	21.843
30/10/2015 13:30	21.843	23.352	22.034	22.058	21.843	22.106	22.011	21.963	22.011	22.082	22.489	21.939	21.867	21.867	22.011	21.843	21.724	21.915	21.939	21.939	21.987	21.963	22.058	22.178	21.867
30/10/2015 13:35	21.843	23.376	22.011	22.058	21.843	22.106	22.011	21.987	22.011	22.082	21.987	21.963	21.867	21.867	22.011	21.867	21.748	21.915	21.963	21.963	21.987	21.987	22.082	22.202	21.867
30/10/2015 13:40	21.867	23.376	22.011	22.058	21.867	22.106	22.011	21.987	22.011	22.082	22.011	21.963	21.867	21.867	22.034	21.867	21.748	22.011	22.034	22.082	22.154	22.011	22.082	22.178	21.891
30/10/2015 13:45	21.867	23.376	22.345	22.178	21.963	22.154	22.058	22.011	22.058	22.106	22.130	21.987	21.915	21.891	22.082	21.867	21.748	22.345	22.369	22.369	22.417	21.987	22.082	22.202	21.891
30/10/2015 13:50	21.891	23.545	22.585	22.489	22.226	22.274	22.154	22.058	22.154	22.178	22.321	22.082	22.106	22.011	22.393	21.891	21.867	22.537	22.513	22.513	22.513	22.393	22.178	22.250	22.034
30/10/2015 13:55	22.058	23.809	22.465	22.513	22.369	22.369	22.274	22.106	22.226	22.250	22.393	22.154	22.202	22.106	22.465	22.011	22.011	22.369	22.369	22.393	22.417	22.609	22.369	22.465	22.202
30/10/2015 14:00	22.130	23.833	22.250	22.345	22.106	22.345	22.274	22.154	22.274	22.250	22.321	22.130	22.106	22.154	22.417	22.082	22.034	22.178	22.202	22.250	22.274	22.465	22.441	22.489	22.250
30/10/2015 14:05	22.106	23.713	22.154	22.250	22.011	22.274	22.250	22.130	22.226	22.226	22.250	22.106	22.058	22.130	22.321	22.106	21.963	22.106	22.130	22.154	22.202	22.298	22.393	22.441	22.202
30/10/2015 14:10	22.082	23.617	22.106	22.202	21.987	22.226	22.202	22.130	22.178	22.178	22.178	22.106	22.034	22.106	22.274	22.082	21.915	22.058	22.106	22.106	22.154	21.819	22.345	22.417	22.154
30/10/2015 14:15	22.058	23.545	22.106	22.178	21.987	22.226	22.178	22.106	22.154	22.178	22.178	22.082	22.011	22.082	22.226	22.082	21.891	22.058	22.106	22.106	22.130	15.055	22.274	22.393	22.106
30/10/2015 14:20	22.058	23.521	22.130	22.178	21.987	22.202	22.154	22.106	22.154	22.178	22.154	22.106	22.011	22.058	22.178	22.082	21.891	22.058	22.106	22.106	22.130	21.867	22.250	22.369	22.082
30/10/2015 14:25	22.034	23.521	22.130	22.178	21.987	22.178	22.130	22.106	22.154	22.178	22.154	22.106	22.011	22.034	22.178	22.058	21.891	22.058	22.082	22.106	22.106	21.008	22.226	22.345	22.058
30/10/2015 14:30	22.034	23.521	22.154	22.202	22.011	22.178	22.130	22.106	22.154	22.178	22.154	22.106	22.011	22.034	22.178	22.058	21.891	22.058	22.106	22.106	22.106	21.843	22.226	22.345	22.058
30/10/2015 14:35	22.034	23.521	22.154	22.202	22.011	22.178	22.130	22.106	22.154	22.178	22.154	22.106	22.034	22.034	22.178	22.058	21.891	22.058	22.106	22.106	22.106	20.079	22.226	22.345	22.058
30/10/2015 14:40	22.034	23.521	22.178	22.202	22.011	22.178	22.130	22.130	22.154	22.178	22.154	22.106	22.034	22.034	22.178	22.058	21.891	22.058	22.106	22.082	22.106	22.011	22.226	22.345	22.058
30/10/2015 14:45	22.034	23.521	22.178	22.202	22.034	22.178	22.130	22.130	22.154	22.178	22.154	22.106	22.034	22.034	22.178	22.058	21.891	22.082	22.106	22.106	22.106	21.700	22.226	22.321	22.058
30/10/2015 14:50	22.034	23.521	22.154	22.202	22.034	22.202	22.130	22.130	22.154	22.178	22.154	22.106	22.034	22.034	22.178	22.058	21.915	22.082	22.130	22.106	22.130	21.987	22.226	22.321	22.058
30/10/2015 14:55	22.034	23.545	22.178	22.202	22.034	22.202	22.130	22.130	22.178	22.202	22.154	22.130	22.058	22.034	22.202	22.082	21.939	22.082	22.130	22.130	22.130	20.936	22.226	22.321	22.082
30/10/2015 15:00	22.034	23.545	22.178	22.226	22.034	22.202	22.154	22.154	22.178	22.178	22.178	22.130	22.058	22.034	22.202	22.082	21.963	22.082	22.130	22.130	22.130	22.034	22.226	22.321	22.082
30/10/2015 15:05	22.034	23.545	22.178	22.226	22.034	22.202	22.154	22.154	22.178	22.202	22.178	22.130	22.058	22.034	22.202	22.082	21.963	22.082	22.130	22.106	22.130	21.676	22.226	22.345	22.082
30/10/2015 15:10	22.058	23.545	22.178	22.226	22.058	22.202	22.154	22.154	22.178	22.202	22.154	22.130	22.082	22.034	22.226	22.082	21.963	22.106	22.130	22.130	22.130	21.867	22.226	22.345	22.058
30/10/2015 15:15	22.058	23.545	22.178	22.226	22.058	22.202	22.154	22.154	22.178	22.202	22.178	22.130	22.082	22.058	22.226	22.082	21.987	22.106	22.130	22.130	22.130	21.270	22.250	22.345	22.082
30/10/2015 15:20	22.058	23.545	22.178	22.226	22.058	22.202	22.154	22.178	22.178	22.202	22.178	22.154	22.082	22.058	22.202	22.082	21.987	22.106	22.130	22.130	22.130	22.058	22.226	22.345	22.082
30/10/2015 15:25	22.058	23.569	22.178	22.226	22.082	22.202	22.154	22.178	22.178	22.202	22.178	22.154	22.082	22.058	22.226	22.106	21.987	22.106	22.130	22.130	22.130	21.772	22.250	22.345	22.082
30/10/2015 15:30	22.058	23.569	22.178	22.226	22.058	22.202	22.154	22.178	22.178	22.202	22.178	22.154	22.082	22.058	22.226	22.106	21.987	22.106	22.130	22.130	22.130	21.246	22.250	22.345	22.082
30/10/2015 15:35	22.058	23.569	22.202	22.226	22.058	22.202	22.154	22.178	22.178	22.202	22.178	22.154	22.106	22.058	22.226	22.106	21.987	22.106	22.154	22.154	22.130	21.963	22.250	22.345	22.082
30/10/2015 15:40	22.082	23.569	22.202	22.250	22.082	22.202	22.154	22.178	22.202	22.226	22.178	22.154	22.106	22.058	22.226	22.106	22.011	22.130	22.154	22.154	22.130	21.939	22.250	22.345	22.106
30/10/2015 15:45	22.082	23.569	22.202	22.226	22.082	22.202	22.178	22.202	22.178	22.226	22.178	22.178	22.106	22.082	22.250	22.130	22.011	22.130	22.154	22.154	22.130	22.034	22.250	22.345	22.082
30/10/2015 15:50	22.082	23.569	22.202	22.250	22.082	22.202	22.154	22.202	22.202	22.226	22.202	22.178	22.106	22.082	22.226	22.130	22.034	22.130	22.154	22.154	22.154	22.082	22.250	22.345	22.106
30/10/2015 15:55	22.082	23.569	22.226	22.250	22.082	22.202	22.154	22.202	22.202	22.226	22.178	22.178	22.106	22.082	22.250	22.130	22.034	22.130	22.154	22.154	22.130	22.130	22.250	22.345	22.106
30/10/2015 16:00	22.082	23.569	22.226	22.250	22.082	22.226	22.154	22.202	22.202	22.226	22.178	22.178	22.130	22.082	22.250	22.130	22.034	22.130	22.154	22.154	22.154	22.130	22.250	22.345	22.106
30/10/2015 16:05	22.082	23.593	22.202	22.250	22.082	22.202	22.154	22.202	22.202	22.226	22.178	22.178	22.106	22.082	22.250	22.130	22.034	22.106	22.154	22.130	22.130	22.106	22.250	22.345	22.106
30/10/2015 16:10	22.082	23.569	22.226	22.250	22.082	22.202	22.178	22.202	22.178	22.226	22.178	22.178	22.130	22.082	22.226	22.154	22.034	22.106	22.154	22.130	22.130	22.058	22.250	22.345	22.106
30/10/2015 16:15	22.082	23.569	22.202	22.226	22.082	22.202	22.178	22.202	22.178	22.226	22.154	22.178	22.130	22.082	22.226	22.130	22.034	22.106	22.154	22.130	22.130	22.082	22.226	22.321	22.106
30/10/2015 16:20	22.082	23.569	22.226	22.226	22.082	22.202	22.154	22.202	22.178	22.226	22.154	22.178	22.106	22.082	22.250	22.130	22.034	22.082	22.130	22.130	22.130	22.130	22.226	22.321	22.082
30/10/2015 16:25	22.082	23.569	22.226	22.250	22.082	22.202	22.154	22.202	22.178	22.226	22.154	22.178	22.106	22.082	22.226	22.130	22.034	22.082	22.130	22.106	22.130	22.106	22.226	22.321	22.082
30/10/2015 16:30	22.082	23.545	22.202	22.226	22.058	22.202	22.154	22.202	22.178	22.226	22.154	22.178	22.106	22.082	22.226	22.130	22.034	22.082	22.106	22.106	22.130	22.034	22.202	22.298	22.106
30/10/2015 16:35	22.082	23.521	22.202	22.202	22.058	22.202	22.154	22.202	22.178	22.226	22.130	22.178	22.106	22.082	22.226	22.130	22.034	22.058	22.106	22.106	22.130	21.987	22.178	22.274	22.082
30/10/2015 16:40	22.082	23.521	22.202	22.202	22.058	22.202	22.154	22.202	22.178	22.226	22.130	22.178	22.106	22.082	22.226	22.130	22.011	22.058	22.106	22.082	22.106	21.987	22.178	22.274	22.082
30/10/2015 16:45	22.058	23.521	22.202	22.202	22.058	22.202	22.154	22.178	22.178	22.226	22.130	22.178	22.082	22.082	22.202	22.106	22.011	22.058	22.106	22.082	22.106	21.987	22.178	22.274	22.082
30/10/2015 16:50	22.058	23.521	22.178	22.202	22.034	22.202	22.154	22.202	22.178	22.226	22.130	22.178	22.082	22.058	22.202	22.106	22.011	22.058	22.082	22.082	22.106	22.058	22.178	22.250	22.082
30/10/2015 16:55	22.058	23.521	22.154	22.202	22.034	22.178	22.154	22.178	22.178	22.226	22.130	22.178	22.082	22.058	22.202	22.106	22.011	22.058	22.082	22.082	22.106	21.987	22.154	22.250	22.058
30/10/2015 17:00	22.058	23.497	22.130	22.178	22.011	22.178	22.154	22.178	22.154	22.226	22.130	22.178	22.082	22.058	22.178	22.082	21.987	22.058	22.082	22.082	22.106	22.082	22.154	22.226	22.058
30/10/2015 17:05	22.034	23.497	22.130	22.178	22.011	22.178	22.154	22.178	22.154	22.226	22.130	22.178	22.082	22.058	22.178	22.082	21.987	22.034	22.082	22.082	22.106	22.082	22.130	22.202	22.034
30/10/2015 17:10	22.034	23.497	22.106	22.178	22.011	22.178	22.154	22.178	22.154	22.226	22.106	22.178	22.058	22.034	22.178	22.082	21.987	22.034	22.082	22.058	22.106	22.082	22.130	22.202	22.058
30/10/2015 17:15	22.034	23.472	22.106	22.178	21.987	22.178	22.154	22.178	22.154	22.226	22.106	22.154	22.058	22.034	22.178	22.082	21.987	22.034	22.058	22.058	22.106	22.011	22.106	22.178	22.034
30/10/2015 17:20	22.011	23.448	22.106	22.154	21.987	22.178	22.154	22.178	22.154	22.226	22.106	22.178	22.058	22.034	22.178	22.058	21.987	22.034	22.034	22.058	22.082	22.058	22.106	22.178	22.034
30/10/2015 17:25	22.011	23.424	22.082	22.154	21.987	22.154	22.154	22.178	22.154	22.226	22.082	22.154	22.058	22.034	22.154	22.058	21.987	22.011	22.034	22.034	22.082	22.034	22.082	22.154	22.034
30/10/2015 17:30	22.011	23.424	22.082	22.154	21.963	22.178	22.154	22.154	22.130	22.202	22.106	22.154	22.058	22.011	22.154	22.058	21.987	22.011	22.034	22.034	22.082	22.082	22.082	22.154	22.011
30/10/2015 17:35	21.987	23.424	22.082	22.130	21.963	22.154	22.130	22.154	22.130	22.226	22.082	22.154	22.058	22.011	22.154	22.034	21.963	21.987	22.034	22.011	22.082	22.082	22.082	22.130	22.011
30/10/2015 17:40	21.987	23.424	22.058	22.130	21.939	22.154	22.130	22.154	22.130	22.202	22.082	22.154	22.058	22.011	22.130	22.034	21.915	21.987	22.011	22.011	22.058	22.011	22.058	22.106	21.987
30/10/2015 17:45	21.987	23.400	22.058	22.130	21.939	22.154	22.130	22.130	22.130	22.202	22.082	22.154	22.034	21.987	22.130	22.011	21.891	21.963	22.011	22.011	22.058	22.011	22.034	22.106	21.987
30/10/2015 17:50	21.963	23.400	22.034	22.106	21.915	22.154	22.130	22.154	22.130	22.202	22.082	22.130	22.034	21.987	22.130	22.011	21.891	21.963	21.987	21.987	22.034	21.987	22.034	22.082	21.987
30/10/2015 17:55	21.963	23.376	22.058	22.082	21.915	22.130	22.130	22.130	22.106	22.202	22.058	22.130	22.034	21.987	22.106	21.987	21.891	21.939	21.987	21.987	22.034	21.987	22.011	22.082	21.963
30/10/2015 18:00	21.939	23.376	22.034	22.082	21.891	22.130	22.106	22.130	22.106	22.202	22.058	22.130	22.034	21.963	22.106	21.987	21.891	21.963	22.011	22.011	22.034	22.011	22.011	22.058	21.963
30/10/2015 18:05	21.915	23.376	22.082	22.082	21.963	22.130	22.106	22.130	22.106	22.202	22.082	22.130	22.058	21.963	22.106	21.963	21.891	21.987	22.034	22.034	22.058	21.987	21.987	22.034	21.963
30/10/2015 18:10	21.915	23.376	22.106	22.106	21.987	22.154	22.106	22.130	22.106	22.202	22.082	22.130	22.058	21.963	22.130	21.963	21.891	22.011	22.058	22.058	22.082	21.987	22.011	22.034	21.987
30/10/2015 18:15	21.915	23.400	22.106	22.130	21.987	22.154	22.130	22.130	22.106	22.202	22.082	22.130	22.058	21.963	22.130	21.963	21.891	22.034	22.082	22.082	22.106	21.963	22.011	22.058	21.987
30/10/2015 18:20	21.915	23.424	22.130	22.130	21.987	22.154	22.130	22.130	22.106	22.202	22.106	22.130	22.058	21.963	22.154	21.963	21.891	22.034	22.082	22.082	22.106	21.987	22.011	22.058	21.987
30/10/2015 18:25	21.915	23.424	22.130	22.130	21.987	22.178	22.130	22.130	22.106	22.202	22.106	22.130	22.058	21.963	22.154	21.963	21.891	22.034	22.082	22.082	22.106	22.034	22.034	22.058	21.987
30/10/2015 18:30	21.939	23.424	22.130	22.130	21.987	22.154	22.130	22.130	22.106	22.202	22.106	22.130	22.058	21.963	22.154	21.963	21.891	22.034	22.082	22.082	22.106	22.034	22.034	22.058	22.011
30/10/2015 18:35	21.915	23.424	22.130	22.130	21.987	22.178	22.130	22.130	22.106	22.202	22.106	22.130	22.058	21.963	22.154	21.963	21.891	22.034	22.082	22.082	22.106	22.011	22.034	22.058	22.011
30/10/2015 18:40	21.939	23.424	22.130	22.106	21.963	22.178	22.130	22.130	22.106	22.202	22.106	22.130	22.058	21.963	22.154	21.939	21.891	22.034	22.082	22.082	22.106	22.034	22.034	22.058	22.011
30/10/2015 18:45	21.915	23.424	22.130	22.130	21.963	22.178	22.130	22.130	22.106	22.202	22.106	22.130	22.034	21.963	22.154	21.915	21.891	22.034	22.082	22.082	22.106	22.058	22.034	22.058	21.987
30/10/2015 18:50	21.915	23.424	22.130	22.130	21.963	22.178	22.130	22.130	22.082	22.202	22.082	22.130	22.034	21.939	22.130	21.939	21.867	22.034	22.082	22.082	22.106	22.082	22.034	22.058	21.987
30/10/2015 18:55	21.915	23.424	22.130	22.106	21.963	22.178	22.130	22.130	22.106	22.202	22.106	22.130	22.058	21.963	22.154	21.891	21.867	22.011	22.082	22.082	22.106	22.082	22.011	22.058	21.987
30/10/2015 19:00	21.915	23.424	22.154	22.106	21.939	22.178	22.130	22.106	22.106	22.202	22.082	22.130	22.034	21.939	22.130	21.891	21.867	22.011	22.058	22.082	22.106	22.058	22.011	22.058	21.987
30/10/2015 19:05	21.915	23.424	22.130	22.106	21.963	22.178	22.130	22.106	22.082	22.202	22.082	22.106	22.034	21.915	22.130	21.891	21.867	22.011	22.082	22.082	22.106	22.058	22.011	22.034	21.987
30/10/2015 19:10	21.915	23.400	22.130	22.106	21.939	22.178	22.130	22.106	22.082	22.202	22.106	22.106	22.034	21.915	22.130	21.891	21.867	22.011	22.058	22.058	22.106	22.058	22.011	22.034	21.987
30/10/2015 19:15	21.891	23.400	22.130	22.082	21.939	22.178	22.130	22.106	22.082	22.202	22.082	22.106	22.011	21.915	22.130	21.891	21.843	22.011	22.058	22.058	22.082	22.058	22.011	22.034	21.963
30/10/2015 19:20	21.891	23.400	22.130	22.082	21.939	22.178	22.106	22.106	22.082	22.202	22.082	22.106	22.034	21.915	22.106	21.867	21.843	21.987	22.058	22.058	22.082	22.034	22.011	22.034	21.963
30/10/2015 19:25	21.891	23.400	22.130	22.082	21.939	22.178	22.106	22.106	22.082	22.178	22.082	22.106	22.011	21.915	22.106	21.867	21.843	21.987	22.034	22.058	22.082	21.987	22.011	22.034	21.963
30/10/2015 19:30	21.891	23.376	22.130	22.082	21.915	22.178	22.130	22.106	22.082	22.178	22.082	22.106	22.011	21.915	22.106	21.867	21.843	21.987	22.034	22.058	22.082	21.987	21.987	22.011	21.963
30/10/2015 19:35	21.891	23.376	22.130	22.082	21.891	22.178	22.106	22.106	22.082	22.178	22.082	22.106	22.011	21.891	22.106	21.867	21.819	21.987	22.034	22.058	22.082	21.724	21.987	22.011	21.939
30/10/2015 19:40	21.891	23.376	22.130	22.058	21.891	22.178	22.106	22.106	22.082	22.178	22.058	22.106	22.011	21.891	22.082	21.867	21.819	21.963	22.034	22.058	22.082	21.318	21.987	22.011	21.939
30/10/2015 19:45	21.891	23.376	22.130	22.058	21.891	22.178	22.106	22.082	22.058	22.178	22.058	22.106	21.987	21.891	22.082	21.867	21.795	21.963	22.034	22.058	22.058	17.605	21.987	22.011	21.939
30/10/2015 19:50	21.891	23.376	22.130	22.058	21.891	22.154	22.106	22.082	22.058	22.178	22.058	22.082	21.987	21.891	22.082	21.867	21.795	21.963	22.034	22.034	22.058	17.653	21.963	22.011	21.939
30/10/2015 19:55	21.891	23.352	22.130	22.058	21.867	22.154	22.106	22.082	22.058	22.178	22.058	22.082	21.987	21.891	22.082	21.843	21.795	21.963	22.011	22.034	22.058	21.724	21.963	21.987	21.939
30/10/2015 20:00	21.867	23.352	22.130	22.058	21.867	22.154	22.106	22.082	22.058	22.178	22.058	22.082	21.987	21.891	22.082	21.843	21.795	21.963	22.011	22.034	22.058	21.557	21.963	21.987	21.915
30/10/2015 20:05	21.867	23.352	22.130	22.034	21.867	22.154	22.106	22.082	22.058	22.178	22.058	22.082	21.987	21.891	22.082	21.843	21.795	21.963	22.011	22.034	22.058	21.342	21.963	21.987	21.915
30/10/2015 20:10	21.867	23.328	22.130	22.058	21.867	22.154	22.082	22.082	22.058	22.178	22.034	22.082	21.963	21.891	22.082	21.819	21.772	21.939	22.011	22.034	22.058	21.485	21.963	21.987	21.915
30/10/2015 20:15	21.867	23.328	22.130	22.034	21.867	22.154	22.082	22.058	22.034	22.154	22.034	22.082	21.963	21.891	22.058	21.819	21.772	21.939	21.987	22.011	22.034	16.820	21.939	21.987	21.891
30/10/2015 20:20	21.867	23.328	22.106	22.034	21.843	22.154	22.082	22.058	22.034	22.178	22.034	22.058	21.963	21.891	22.058	21.819	21.772	21.939	21.987	22.011	22.034	21.700	21.939	21.963	21.891
30/10/2015 20:25	21.843	23.328	22.106	22.034	21.843	22.154	22.082	22.058	22.034	22.154	22.034	22.058	21.963	21.867	22.058	21.819	21.772	21.915	21.987	22.011	22.034	19.508	21.939	21.963	21.891
30/10/2015 20:30	21.843	23.328	22.106	22.011	21.843	22.154	22.082	22.058	22.034	22.154	22.034	22.058	21.963	21.867	22.058	21.795	21.772	21.915	21.987	21.987	22.034	20.960	21.915	21.963	21.891
30/10/2015 20:35	21.843	23.328	22.106	22.011	21.843	22.154	22.082	22.058	22.034	22.154	22.034	22.058	21.939	21.867	22.034	21.795	21.748	21.915	21.987	22.011	22.034	19.222	21.915	21.963	21.891
30/10/2015 20:40	21.843	23.304	22.106	22.011	21.819	22.154	22.082	22.058	22.034	22.154	22.034	22.058	21.939	21.867	22.034	21.795	21.748	21.891	21.963	21.987	22.034	15.031	21.915	21.939	21.867
30/10/2015 20:45	21.843	23.304	22.106	22.011	21.819	22.130	22.082	22.058	22.034	22.154	22.011	22.058	21.939	21.843	22.034	21.772	21.724	21.891	21.987	21.987	22.034	18.747	21.891	21.939	21.867
30/10/2015 20:50	21.819	23.304	22.082	21.987	21.819	22.130	22.058	22.034	22.011	22.154	22.011	22.058	21.939	21.843	22.034	21.772	21.724	21.891	21.963	21.987	22.011	21.103	21.891	21.939	21.867
30/10/2015 20:55	21.819	23.304	22.082	21.987	21.795	22.130	22.058	22.034	22.011	22.130	22.011	22.034	21.915	21.843	22.034	21.772	21.724	21.891	21.963	21.987	22.011	21.867	21.891	21.939	21.867
30/10/2015 21:00	21.819	23.304	22.082	21.987	21.795	22.130	22.058	22.034	22.011	22.130	22.011	22.034	21.915	21.843	22.011	21.772	21.700	21.891	21.963	21.963	22.011	21.963	21.891	21.915	21.843
30/10/2015 21:05	21.795	23.280	22.082	21.987	21.795	22.130	22.058	22.034	22.011	22.130	21.987	22.034	21.915	21.819	22.011	21.748	21.700	21.867	21.939	21.963	21.987	21.963	21.891	21.915	21.843
30/10/2015 21:10	21.795	23.280	22.082	21.987	21.772	22.130	22.058	22.034	22.011	22.130	21.987	22.034	21.891	21.819	21.987	21.748	21.700	21.867	21.939	21.963	21.987	21.939	21.867	21.891	21.843
30/10/2015 21:15	21.795	23.280	22.082	21.987	21.772	22.130	22.058	22.011	21.987	22.130	21.987	22.011	21.891	21.819	21.987	21.724	21.700	21.867	21.939	21.963	21.987	21.891	21.867	21.891	21.843
30/10/2015 21:20	21.795	23.256	22.082	21.963	21.772	22.130	22.058	22.011	21.987	22.130	21.987	22.034	21.891	21.795	21.987	21.724	21.700	21.843	21.939	21.939	21.987	21.795	21.867	21.891	21.819
30/10/2015 21:25	21.772	23.256	22.058	21.963	21.772	22.130	22.034	22.011	21.987	22.130	21.987	22.011	21.867	21.795	21.987	21.724	21.676	21.843	21.915	21.939	21.987	21.772	21.843	21.891	21.819
30/10/2015 21:30	21.772	23.232	22.082	21.963	21.748	22.106	22.034	22.011	21.987	22.106	21.963	22.011	21.867	21.795	21.987	21.700	21.676	21.843	21.915	21.939	21.963	21.915	21.843	21.867	21.795
30/10/2015 21:35	21.772	23.232	22.058	21.963	21.748	22.106	22.034	21.987	21.987	22.106	21.963	22.011	21.867	21.795	21.987	21.700	21.676	21.843	21.915	21.939	21.963	21.939	21.843	21.867	21.819
30/10/2015 21:40	21.772	23.232	22.058	21.939	21.748	22.106	22.034	21.987	21.987	22.106	21.963	21.987	21.843	21.795	21.963	21.700	21.652	21.819	21.891	21.939	21.963	21.939	21.843	21.867	21.795
30/10/2015 21:45	21.772	23.232	22.058	21.939	21.724	22.106	22.034	21.987	21.963	22.106	21.963	21.987	21.843	21.772	21.963	21.676	21.652	21.819	21.891	21.915	21.963	21.891	21.843	21.867	21.795
30/10/2015 21:50	21.748	23.232	22.058	21.939	21.724	22.106	22.011	21.987	21.963	22.106	21.939	21.987	21.843	21.772	21.939	21.676	21.652	21.819	21.891	21.915	21.939	21.843	21.819	21.843	21.795
30/10/2015 21:55	21.748	23.232	22.058	21.915	21.724	22.106	22.011	21.987	21.963	22.082	21.939	21.987	21.843	21.772	21.915	21.676	21.628	21.819	21.891	21.891	21.939	21.795	21.819	21.843	21.772
30/10/2015 22:00	21.748	23.208	22.034	21.915	21.700	22.106	22.011	21.963	21.963	22.082	21.939	21.987	21.843	21.772	21.915	21.676	21.628	21.795	21.891	21.891	21.939	21.795	21.819	21.843	21.772
30/10/2015 22:05	21.748	23.208	22.034	21.915	21.700	22.106	22.011	21.963	21.939	22.082	21.915	21.987	21.819	21.748	21.915	21.652	21.604	21.795	21.867	21.891	21.939	21.843	21.795	21.843	21.772
30/10/2015 22:10	21.724	23.208	22.034	21.891	21.700	22.106	22.011	21.963	21.939	22.082	21.939	21.963	21.819	21.748	21.891	21.652	21.604	21.795	21.867	21.891	21.915	21.843	21.795	21.819	21.748
30/10/2015 22:15	21.724	23.184	22.034	21.891	21.700	22.082	21.987	21.939	21.939	22.082	21.915	21.963	21.819	21.748	21.891	21.628	21.604	21.795	21.867	21.867	21.915	21.819	21.795	21.819	21.748
30/10/2015 22:20	21.724	23.184	22.034	21.891	21.676	22.082	21.987	21.939	21.939	22.082	21.891	21.963	21.819	21.724	21.891	21.628	21.604	21.772	21.867	21.867	21.915	21.819	21.795	21.819	21.748
30/10/2015 22:25	21.700	23.184	22.011	21.891	21.676	22.082	21.987	21.939	21.939	22.082	21.891	21.939	21.795	21.724	21.891	21.628	21.581	21.772	21.843	21.867	21.891	21.843	21.772	21.795	21.748
30/10/2015 22:30	21.700	23.184	22.011	21.867	21.676	22.082	21.987	21.939	21.939	22.058	21.891	21.939	21.795	21.724	21.891	21.604	21.581	21.772	21.819	21.867	21.891	21.867	21.772	21.795	21.724
30/10/2015 22:35	21.700	23.160	22.011	21.867	21.652	22.058	21.987	21.939	21.915	22.058	21.891	21.939	21.772	21.724	21.891	21.604	21.581	21.748	21.819	21.843	21.891	21.867	21.772	21.795	21.724
30/10/2015 22:40	21.700	23.160	22.011	21.843	21.652	22.082	21.987	21.915	21.915	22.058	21.867	21.939	21.772	21.700	21.891	21.604	21.581	21.748	21.819	21.843	21.891	21.867	21.748	21.795	21.700
30/10/2015 22:45	21.676	23.136	21.987	21.843	21.652	22.058	21.963	21.915	21.891	22.058	21.867	21.915	21.748	21.700	21.867	21.581	21.557	21.748	21.819	21.843	21.867	21.867	21.748	21.772	21.700
