Date Heure, GMT+01:00	T B110	T B111	T B113	Trepro	T B103	Tescatt	TB102	Tvest	Tinf	TB105	TB104	Tacceuil
17/02/2015 11:41	22.034	23.809	24.098	22.800	23.208	21.987	21.318	23.497	20.936	23.617	22.154	23.905
17/02/2015 11:46	22.082	23.833	24.098	22.776	23.304	22.011	21.318	23.497	20.936	23.641	22.178	23.905
17/02/2015 11:51	22.106	23.833	24.098	22.776	23.328	22.034	21.318	23.521	20.913	23.641	22.178	23.905
17/02/2015 11:56	22.130	23.833	24.098	22.776	23.352	22.058	21.318	23.521	20.889	23.641	22.202	23.930
17/02/2015 12:01	22.154	23.857	24.098	22.776	23.352	22.082	21.366	23.521	20.889	23.665	22.226	23.954
17/02/2015 12:06	22.154	23.881	24.098	22.800	23.328	22.082	21.366	23.521	20.865	23.689	22.250	23.954
17/02/2015 12:11	22.178	23.881	24.098	22.824	23.352	22.082	21.390	23.521	20.865	23.689	22.226	23.905
17/02/2015 12:16	22.178	23.905	24.122	22.800	23.328	22.082	21.390	23.521	20.841	23.689	22.226	23.857
17/02/2015 12:21	22.178	23.905	24.098	22.800	23.304	22.082	21.413	23.497	20.841	23.713	22.250	23.809
17/02/2015 12:26	22.178	23.930	24.122	22.800	23.280	22.082	21.413	23.497	20.841	23.713	22.250	23.761
17/02/2015 12:31	22.202	23.930	24.122	22.800	23.256	22.106	21.437	23.497	20.841	23.737	22.250	23.737
17/02/2015 12:36	22.202	23.930	24.122	22.776	23.256	22.106	21.461	23.497	20.841	23.737	22.274	23.713
17/02/2015 12:41	22.250	23.954	24.122	22.776	23.256	22.106	21.461	23.472	20.817	23.761	22.274	23.665
17/02/2015 12:46	22.274	23.954	24.146	22.776	23.232	22.106	21.461	23.472	20.841	23.761	22.274	23.641
17/02/2015 12:51	22.274	23.954	24.146	22.776	23.208	22.106	21.461	23.472	20.817	23.761	22.274	23.593
17/02/2015 12:56	22.321	23.954	24.146	22.776	23.208	22.082	21.461	23.472	20.817	23.761	22.298	23.569
17/02/2015 13:01	22.345	23.954	24.146	22.776	23.208	22.082	21.461	23.472	20.817	23.761	22.274	23.593
17/02/2015 13:06	22.345	23.954	24.146	22.776	23.232	22.082	21.461	23.448	20.817	23.761	22.274	23.569
17/02/2015 13:11	22.345	23.954	24.146	22.776	23.280	22.082	21.461	23.424	20.817	23.785	22.274	23.545
17/02/2015 13:16	22.345	23.978	24.171	22.776	23.304	22.082	21.461	23.424	20.817	23.785	22.345	23.497
17/02/2015 13:21	22.345	23.978	24.195	22.753	23.304	22.082	21.485	23.472	20.817	23.785	22.369	23.497
17/02/2015 13:26	22.369	23.978	24.195	22.753	23.280	22.082	21.509	23.497	20.817	23.785	22.393	23.448
17/02/2015 13:31	22.417	23.978	24.219	22.753	23.256	22.082	21.509	23.617	20.817	23.785	22.393	23.424
17/02/2015 13:36	22.465	23.978	24.243	22.753	23.280	22.082	21.509	23.689	20.841	23.785	22.369	23.400
17/02/2015 13:41	22.561	23.978	24.243	22.753	23.352	22.106	21.509	23.713	20.913	23.785	22.369	23.352
17/02/2015 13:46	22.585	23.978	24.267	22.753	23.400	22.082	21.509	23.713	20.936	23.785	22.369	23.352
17/02/2015 13:51	22.609	23.978	24.291	22.753	23.424	22.082	21.533	23.713	20.984	23.809	22.369	23.328
17/02/2015 13:56	22.633	23.978	24.339	22.753	23.424	22.082	21.581	23.713	21.008	23.809	22.393	23.304
17/02/2015 14:01	22.633	23.978	24.339	22.753	23.448	22.082	21.604	23.713	21.032	23.809	22.393	23.280
17/02/2015 14:06	22.609	23.978	24.363	22.753	23.472	22.082	21.604	23.713	21.032	23.809	22.393	23.256
17/02/2015 14:11	22.633	23.978	24.363	22.776	23.521	22.058	21.604	23.713	21.056	23.809	22.393	23.280
17/02/2015 14:16	22.657	23.978	24.363	22.776	23.545	22.082	21.628	23.713	21.079	23.833	22.393	23.304
17/02/2015 14:21	22.657	23.978	24.363	22.776	23.545	22.082	21.628	23.713	21.056	23.809	22.417	23.328
17/02/2015 14:26	22.657	24.002	24.388	22.800	23.569	22.082	21.652	23.689	21.056	23.833	22.465	23.328
17/02/2015 14:31	22.681	24.002	24.412	22.800	23.593	22.082	21.652	23.689	21.056	23.833	22.489	23.352
17/02/2015 14:36	22.729	24.002	24.484	22.824	23.617	22.106	21.700	23.689	21.032	23.857	22.489	23.400
17/02/2015 14:41	22.776	24.002	24.557	22.824	23.617	22.106	21.700	23.689	21.032	23.857	22.489	23.424
17/02/2015 14:46	22.824	24.026	24.605	22.824	23.641	22.154	21.700	23.689	21.032	23.857	22.489	23.472
17/02/2015 14:51	22.872	24.050	24.677	22.824	23.665	22.154	21.652	23.689	21.032	23.857	22.489	23.472
17/02/2015 14:56	22.920	24.050	24.774	22.824	23.689	22.154	21.628	23.689	21.056	23.881	22.489	23.497
17/02/2015 15:01	22.944	24.050	24.847	22.848	23.689	22.154	21.604	23.689	21.056	23.881	22.513	23.521
17/02/2015 15:06	22.992	24.074	24.919	22.824	23.689	22.178	21.604	23.689	21.032	23.881	22.537	23.545
17/02/2015 15:11	23.016	24.074	25.016	22.848	23.713	22.154	21.581	23.689	21.032	23.881	22.561	23.521
17/02/2015 15:16	23.040	24.074	25.089	22.848	23.713	22.178	21.557	23.689	21.032	23.905	22.561	23.545
17/02/2015 15:21	23.064	24.074	25.162	22.848	23.713	22.154	21.557	23.689	21.008	23.905	22.561	23.545
17/02/2015 15:26	23.064	24.074	25.234	22.848	23.737	22.154	21.557	23.665	20.984	23.905	22.585	23.545
17/02/2015 15:31	23.064	24.098	25.307	22.848	23.737	22.154	21.533	23.665	20.984	23.905	22.585	23.545
17/02/2015 15:36	23.040	24.098	25.428	22.848	23.737	22.154	21.509	23.665	20.984	23.905	22.585	23.521
17/02/2015 15:41	22.992	24.098	25.525	22.848	23.737	22.130	21.509	23.617	20.960	23.930	22.585	23.497
17/02/2015 15:46	22.968	24.098	25.623	22.848	23.737	22.154	21.509	23.593	20.960	23.905	22.585	23.448
17/02/2015 15:51	22.944	24.098	25.695	22.848	23.713	22.154	21.509	23.569	20.960	23.930	22.585	23.448
17/02/2015 15:56	22.944	24.098	25.817	22.848	23.737	22.178	21.509	23.545	20.960	23.930	22.585	23.497
17/02/2015 16:01	22.944	24.098	25.914	22.848	23.713	22.178	21.509	23.521	20.936	23.905	22.585	23.521
17/02/2015 16:06	22.968	24.098	25.987	22.848	23.689	22.178	21.509	23.521	20.936	23.905	22.585	23.545
17/02/2015 16:11	22.968	24.098	26.085	22.848	23.689	22.178	21.509	23.521	20.984	23.905	22.609	23.569
17/02/2015 16:16	22.944	24.074	26.158	22.848	23.689	22.154	21.485	23.521	21.008	23.905	22.633	23.545
17/02/2015 16:21	22.944	24.074	26.231	22.824	23.521	22.154	21.461	23.521	21.032	23.905	22.609	23.545
17/02/2015 16:26	22.944	24.074	26.329	22.824	23.184	22.154	21.413	23.521	21.056	23.905	22.585	23.569
17/02/2015 16:31	22.944	24.074	26.378	22.824	22.944	22.154	21.413	23.521	21.056	23.905	22.561	23.545
17/02/2015 16:36	22.920	24.074	26.451	22.824	22.776	22.154	21.390	23.521	21.079	23.905	22.561	23.545
17/02/2015 16:41	22.872	24.074	26.475	22.824	22.633	22.154	21.366	23.521	21.079	23.905	22.537	23.545
17/02/2015 16:46	22.872	24.074	26.524	22.824	22.537	22.154	21.342	23.521	21.079	23.905	22.537	23.569
17/02/2015 16:51	22.848	24.074	26.524	22.824	22.441	22.154	21.318	23.521	21.103	23.905	22.513	23.569
17/02/2015 16:56	22.824	24.074	26.549	22.824	22.345	22.130	21.318	23.521	21.079	23.905	22.489	23.569
17/02/2015 17:01	22.824	24.074	26.524	22.824	22.274	22.106	21.318	23.521	21.056	23.905	22.489	23.593
17/02/2015 17:06	22.800	24.074	26.524	22.824	22.250	22.082	21.318	23.545	21.032	23.905	22.489	23.593
17/02/2015 17:11	22.776	24.074	26.524	22.824	22.226	22.106	21.294	23.545	21.008	23.905	22.489	23.545
17/02/2015 17:16	22.753	24.074	26.500	22.824	22.202	22.106	21.246	23.521	21.008	23.881	22.489	23.472
17/02/2015 17:21	22.729	24.050	26.451	22.824	22.154	22.082	21.223	23.521	20.984	23.881	22.489	23.376
17/02/2015 17:26	22.729	24.026	26.402	22.800	22.130	22.082	21.175	23.521	20.960	23.881	22.465	23.328
17/02/2015 17:31	22.705	24.026	26.329	22.800	22.082	22.082	21.127	23.521	20.960	23.857	22.465	23.280
17/02/2015 17:36	22.657	24.026	26.280	22.800	22.058	22.058	21.127	23.521	20.936	23.857	22.465	23.256
17/02/2015 17:41	22.657	24.026	26.207	22.776	22.034	22.058	21.103	23.521	20.936	23.857	22.441	23.232
17/02/2015 17:46	22.657	24.026	26.134	22.776	22.011	22.058	21.079	23.521	20.913	23.857	22.417	23.208
17/02/2015 17:51	22.633	24.002	26.109	22.776	21.987	22.058	21.056	23.521	20.913	23.857	22.417	23.184
17/02/2015 17:56	22.633	24.002	26.036	22.776	21.915	22.058	21.032	23.521	20.889	23.857	22.393	23.160
17/02/2015 18:01	22.609	24.002	26.012	22.776	21.891	22.058	21.008	23.521	20.889	23.857	22.417	23.136
17/02/2015 18:06	22.585	24.002	25.939	22.776	21.891	22.058	20.960	23.521	20.889	23.833	22.417	23.112
17/02/2015 18:11	22.561	24.002	25.914	22.776	21.867	22.082	20.936	23.569	20.865	23.881	22.441	23.088
17/02/2015 18:16	22.537	24.026	25.866	22.776	21.867	22.082	20.936	23.617	20.865	23.930	22.465	23.088
17/02/2015 18:21	22.537	24.050	25.817	22.776	21.843	22.082	20.913	23.665	20.865	23.978	22.465	23.064
17/02/2015 18:26	22.513	24.074	25.793	22.776	21.819	22.082	20.889	23.665	20.865	23.978	22.489	23.064
17/02/2015 18:31	22.489	24.074	25.744	22.776	21.795	22.082	20.841	23.641	20.841	24.002	22.489	23.040
17/02/2015 18:36	22.489	24.074	25.720	22.776	21.772	22.106	20.841	23.617	20.841	24.002	22.465	23.040
17/02/2015 18:41	22.465	24.074	25.671	22.776	21.772	22.082	20.817	23.617	20.865	24.002	22.465	23.016
17/02/2015 18:46	22.465	24.098	25.647	22.776	21.748	22.106	20.793	23.593	20.913	24.002	22.441	23.016
17/02/2015 18:51	22.441	24.098	25.598	22.776	21.748	22.082	20.746	23.593	20.960	24.026	22.441	22.992
17/02/2015 18:56	22.441	24.098	25.574	22.776	21.724	22.082	20.746	23.593	20.984	24.026	22.441	22.992
17/02/2015 19:01	22.417	24.098	25.550	22.776	21.700	22.082	20.722	23.569	21.008	24.026	22.417	22.968
17/02/2015 19:06	22.417	24.098	25.525	22.776	21.700	22.082	20.698	23.569	21.032	24.050	22.417	22.968
17/02/2015 19:11	22.417	24.098	25.477	22.776	21.676	22.082	20.674	23.569	21.056	24.050	22.393	22.968
17/02/2015 19:16	22.393	24.098	25.453	22.776	21.652	22.082	20.650	23.569	21.079	24.050	22.393	22.968
17/02/2015 19:21	22.369	24.098	25.428	22.776	21.652	22.082	20.650	23.545	21.079	24.050	22.369	22.944
17/02/2015 19:26	22.369	24.098	25.380	22.776	21.628	22.058	20.650	23.545	21.056	24.050	22.369	22.944
17/02/2015 19:31	22.369	24.098	25.355	22.776	21.604	22.058	20.674	23.545	21.032	24.050	22.369	22.920
17/02/2015 19:36	22.345	24.098	25.331	22.776	21.604	22.058	20.674	23.545	21.008	24.050	22.369	22.920
17/02/2015 19:41	22.345	24.098	25.307	22.776	21.581	22.058	20.698	23.545	20.984	24.074	22.345	22.896
17/02/2015 19:46	22.321	24.098	25.283	22.776	21.581	22.034	20.698	23.521	20.960	24.050	22.321	22.896
17/02/2015 19:51	22.321	24.098	25.258	22.776	21.581	22.034	20.698	23.521	20.936	24.074	22.321	22.872
17/02/2015 19:56	22.298	24.098	25.210	22.776	21.557	22.034	20.674	23.521	20.913	24.074	22.298	22.872
17/02/2015 20:01	22.298	24.098	25.186	22.776	21.533	22.034	20.674	23.521	20.913	24.074	22.298	22.872
17/02/2015 20:06	22.274	24.098	25.162	22.776	21.533	22.034	20.650	23.521	20.889	24.074	22.274	22.872
17/02/2015 20:11	22.274	24.074	25.137	22.776	21.485	22.034	20.627	23.569	20.889	24.074	22.274	22.872
17/02/2015 20:16	22.274	24.074	25.113	22.776	21.437	22.011	20.603	23.617	20.865	24.074	22.250	22.848
17/02/2015 20:21	22.226	24.074	25.089	22.776	21.390	22.011	20.579	23.617	20.865	24.074	22.226	22.872
17/02/2015 20:26	22.202	24.074	25.065	22.800	21.342	22.011	20.555	23.665	20.841	24.074	22.226	22.848
17/02/2015 20:31	22.178	24.074	25.040	22.800	21.318	21.987	20.555	23.665	20.841	24.074	22.202	22.848
17/02/2015 20:36	22.154	24.074	25.016	22.800	21.294	21.987	20.531	23.689	20.841	24.074	22.178	22.824
17/02/2015 20:41	22.154	24.074	25.016	22.800	21.270	21.987	20.507	23.713	20.817	24.050	22.178	22.800
17/02/2015 20:46	22.130	24.074	24.992	22.824	21.246	21.987	20.507	23.713	20.817	24.050	22.154	22.800
17/02/2015 20:51	22.082	24.050	24.944	22.824	21.223	21.987	20.484	23.737	20.817	24.050	22.154	22.776
17/02/2015 20:56	22.082	24.050	24.944	22.824	21.223	21.987	20.460	23.737	20.817	24.050	22.130	22.776
17/02/2015 21:01	22.082	24.050	24.919	22.824	21.223	21.987	20.460	23.761	20.793	24.050	22.130	22.753
17/02/2015 21:06	22.058	24.050	24.895	22.824	21.199	21.963	20.460	23.761	20.793	24.050	22.106	22.753
17/02/2015 21:11	22.034	24.050	24.895	22.824	21.199	21.987	20.484	23.785	20.817	24.050	22.106	22.753
17/02/2015 21:16	22.011	24.050	24.871	22.824	21.199	21.963	20.507	23.809	20.841	24.050	22.082	22.729
17/02/2015 21:21	22.011	24.050	24.871	22.824	21.175	21.963	20.531	23.809	20.889	24.050	22.082	22.729
17/02/2015 21:26	21.987	24.026	24.847	22.824	21.175	21.963	20.555	23.809	20.936	24.050	22.058	22.705
17/02/2015 21:31	21.987	24.026	24.823	22.824	21.175	21.939	20.555	23.833	20.960	24.026	22.058	22.705
17/02/2015 21:36	21.963	24.026	24.823	22.824	21.151	21.939	20.555	23.857	20.984	24.050	22.058	22.705
17/02/2015 21:41	21.939	24.026	24.798	22.824	21.151	21.939	20.555	23.857	21.008	24.026	22.034	22.681
17/02/2015 21:46	21.915	24.026	24.774	22.824	21.151	21.939	20.555	23.881	21.032	24.026	22.034	22.681
17/02/2015 21:51	21.891	24.026	24.774	22.824	21.127	21.915	20.531	23.905	21.032	24.026	22.034	22.681
17/02/2015 21:56	21.891	24.026	24.774	22.848	21.127	21.915	20.507	23.905	21.032	24.026	22.011	22.681
17/02/2015 22:01	21.891	24.002	24.750	22.824	21.127	21.891	20.484	23.905	21.008	24.026	22.011	22.657
17/02/2015 22:06	21.867	24.002	24.750	22.848	21.127	21.891	20.460	23.930	20.984	24.026	22.011	22.657
17/02/2015 22:11	21.867	24.002	24.726	22.848	21.103	21.891	20.460	23.930	20.936	24.026	21.987	22.633
17/02/2015 22:16	21.843	24.002	24.726	22.848	21.103	21.891	20.412	23.954	20.913	24.026	21.987	22.633
17/02/2015 22:21	21.819	24.002	24.726	22.848	21.079	21.891	20.365	23.954	20.889	24.002	21.987	22.633
17/02/2015 22:26	21.819	24.002	24.726	22.848	21.079	21.891	20.365	23.954	20.889	24.002	21.987	22.633
17/02/2015 22:31	21.795	23.978	24.702	22.848	21.056	21.891	20.365	23.978	20.865	24.002	21.963	22.609
17/02/2015 22:36	21.795	23.978	24.702	22.848	21.056	21.891	20.365	23.978	20.841	24.002	21.963	22.609
17/02/2015 22:41	21.795	23.978	24.677	22.848	21.032	21.891	20.365	24.002	20.841	23.978	21.939	22.609
17/02/2015 22:46	21.772	23.978	24.677	22.848	21.032	21.891	20.388	24.002	20.817	24.002	21.915	22.609
17/02/2015 22:51	21.748	23.978	24.677	22.848	21.032	21.891	20.436	24.002	20.817	23.978	21.891	22.585
17/02/2015 22:56	21.748	23.978	24.677	22.848	21.032	21.891	20.460	24.026	20.793	23.978	21.891	22.585
17/02/2015 23:01	21.724	23.954	24.677	22.848	21.032	21.891	20.460	24.026	20.793	23.954	21.891	22.561
17/02/2015 23:06	21.700	23.954	24.677	22.848	21.032	21.867	20.484	24.026	20.793	23.954	21.891	22.561
17/02/2015 23:11	21.700	23.954	24.653	22.848	21.008	21.867	20.507	24.050	20.793	23.954	21.891	22.561
17/02/2015 23:16	21.700	23.954	24.653	22.848	21.008	21.867	20.507	24.050	20.793	23.954	21.891	22.561
17/02/2015 23:21	21.700	23.954	24.653	22.848	21.008	21.867	20.507	24.074	20.793	23.954	21.891	22.561
17/02/2015 23:26	21.676	23.954	24.653	22.848	21.008	21.843	20.507	24.074	20.793	23.954	21.867	22.537
17/02/2015 23:31	21.676	23.954	24.653	22.848	21.008	21.843	20.484	24.098	20.793	23.954	21.867	22.537
17/02/2015 23:36	21.652	23.930	24.653	22.848	21.008	21.843	20.460	24.098	20.793	23.954	21.867	22.537
17/02/2015 23:41	21.652	23.930	24.629	22.848	21.008	21.843	20.460	24.098	20.770	23.954	21.867	22.537
17/02/2015 23:46	21.628	23.930	24.629	22.848	21.008	21.843	20.436	24.098	20.817	23.954	21.867	22.537
17/02/2015 23:51	21.604	23.930	24.629	22.848	21.008	21.843	20.388	24.098	20.865	23.930	21.867	22.537
17/02/2015 23:56	21.604	23.930	24.629	22.848	21.008	21.843	20.365	24.098	20.913	23.930	21.843	22.513
18/02/2015 00:01	21.604	23.905	24.629	22.848	20.984	21.819	20.365	24.098	20.936	23.930	21.843	22.513
18/02/2015 00:06	21.604	23.905	24.605	22.848	21.008	21.843	20.365	24.122	20.960	23.930	21.843	22.513
18/02/2015 00:11	21.581	23.905	24.605	22.848	21.008	21.819	20.365	24.146	20.984	23.905	21.843	22.513
18/02/2015 00:16	21.581	23.905	24.605	22.848	20.984	21.819	20.365	24.146	21.008	23.905	21.843	22.489
18/02/2015 00:21	21.557	23.905	24.605	22.848	20.984	21.819	20.365	24.146	21.008	23.905	21.843	22.489
18/02/2015 00:26	21.557	23.905	24.581	22.848	20.984	21.819	20.365	24.171	21.008	23.905	21.819	22.489
18/02/2015 00:31	21.533	23.905	24.581	22.848	20.984	21.819	20.365	24.171	20.984	23.905	21.819	22.465
18/02/2015 00:36	21.533	23.881	24.581	22.872	20.984	21.819	20.388	24.195	20.960	23.905	21.819	22.465
18/02/2015 00:41	21.509	23.881	24.581	22.872	20.984	21.819	20.436	24.195	20.913	23.905	21.819	22.465
18/02/2015 00:46	21.509	23.881	24.581	22.848	20.984	21.795	20.460	24.195	20.889	23.905	21.795	22.465
18/02/2015 00:51	21.509	23.881	24.581	22.872	20.984	21.819	20.460	24.195	20.865	23.881	21.795	22.441
18/02/2015 00:56	21.509	23.881	24.581	22.872	20.984	21.795	20.460	24.195	20.841	23.881	21.795	22.441
18/02/2015 01:01	21.485	23.881	24.581	22.872	20.984	21.795	20.460	24.195	20.841	23.881	21.795	22.417
18/02/2015 01:06	21.485	23.881	24.581	22.872	20.984	21.795	20.460	24.243	20.817	23.905	21.795	22.417
18/02/2015 01:11	21.461	23.905	24.581	22.872	20.984	21.819	20.460	24.412	20.793	24.122	21.795	22.465
18/02/2015 01:16	21.461	24.098	24.581	22.872	21.008	21.819	20.460	24.653	20.793	24.363	21.795	22.585
18/02/2015 01:21	21.461	24.267	24.581	22.872	21.032	21.843	20.460	24.750	20.770	24.436	21.819	22.681
18/02/2015 01:26	21.437	24.339	24.605	22.872	21.056	21.843	20.460	24.798	20.770	24.508	21.819	22.753
18/02/2015 01:31	21.437	24.388	24.629	22.872	21.056	21.843	20.460	24.823	20.770	24.484	21.819	22.776
18/02/2015 01:36	21.437	24.388	24.653	22.872	21.056	21.843	20.460	24.774	20.793	24.436	21.795	22.776
18/02/2015 01:41	21.413	24.339	24.677	22.872	21.056	21.843	20.460	24.726	20.793	24.363	21.795	22.753
18/02/2015 01:46	21.413	24.291	24.677	22.872	21.032	21.819	20.484	24.653	20.793	24.291	21.795	22.729
18/02/2015 01:51	21.390	24.219	24.677	22.872	21.032	21.819	20.460	24.629	20.793	24.243	21.795	22.681
18/02/2015 01:56	21.390	24.171	24.653	22.872	21.008	21.795	20.460	24.581	20.793	24.195	21.795	22.633
18/02/2015 02:01	21.390	24.122	24.653	22.872	20.984	21.772	20.460	24.557	20.770	24.146	21.795	22.585
18/02/2015 02:06	21.366	24.098	24.629	22.872	20.960	21.772	20.436	24.532	20.770	24.122	21.772	22.561
18/02/2015 02:11	21.366	24.050	24.629	22.872	20.936	21.772	20.412	24.532	20.770	24.098	21.772	22.537
18/02/2015 02:16	21.366	24.050	24.605	22.872	20.936	21.772	20.365	24.508	20.770	24.074	21.772	22.537
18/02/2015 02:21	21.366	24.026	24.605	22.872	20.936	21.772	20.365	24.508	20.817	24.074	21.772	22.513
18/02/2015 02:26	21.366	24.002	24.581	22.872	20.936	21.772	20.365	24.508	20.865	24.074	21.772	22.513
18/02/2015 02:31	21.342	24.002	24.581	22.872	20.936	21.772	20.365	24.508	20.889	24.050	21.748	22.489
18/02/2015 02:36	21.342	24.002	24.581	22.872	20.936	21.748	20.365	24.508	20.913	24.050	21.748	22.489
18/02/2015 02:41	21.342	24.002	24.557	22.872	20.936	21.748	20.365	24.508	20.936	24.050	21.748	22.465
18/02/2015 02:46	21.342	23.978	24.557	22.872	20.936	21.748	20.365	24.508	20.936	24.026	21.748	22.465
18/02/2015 02:51	21.318	23.978	24.557	22.872	20.936	21.748	20.365	24.508	20.960	24.026	21.748	22.465
18/02/2015 02:56	21.318	23.978	24.557	22.872	20.936	21.748	20.388	24.508	20.960	24.026	21.772	22.465
18/02/2015 03:01	21.318	23.978	24.557	22.872	20.960	21.748	20.436	24.508	20.936	24.026	21.772	22.465
18/02/2015 03:06	21.318	23.954	24.557	22.872	20.960	21.748	20.460	24.508	20.913	24.002	21.772	22.441
18/02/2015 03:11	21.294	23.954	24.532	22.872	20.960	21.748	20.460	24.508	20.889	24.002	21.772	22.441
18/02/2015 03:16	21.294	23.954	24.532	22.872	20.984	21.748	20.484	24.508	20.865	24.002	21.772	22.441
18/02/2015 03:21	21.270	23.954	24.557	22.872	20.984	21.748	20.484	24.508	20.841	23.978	21.772	22.441
18/02/2015 03:26	21.270	23.930	24.532	22.872	20.984	21.748	20.484	24.508	20.817	23.978	21.772	22.417
18/02/2015 03:31	21.270	23.930	24.532	22.872	20.984	21.724	20.484	24.508	20.817	23.978	21.772	22.417
18/02/2015 03:36	21.246	23.930	24.532	22.872	20.984	21.724	20.484	24.508	20.793	23.978	21.772	22.417
18/02/2015 03:41	21.246	23.930	24.532	22.872	20.984	21.724	20.460	24.508	20.793	23.954	21.772	22.417
18/02/2015 03:46	21.246	23.905	24.532	22.872	20.984	21.724	20.460	24.508	20.770	23.954	21.748	22.417
18/02/2015 03:51	21.223	23.905	24.532	22.872	20.984	21.724	20.460	24.508	20.770	23.954	21.772	22.417
18/02/2015 03:56	21.223	23.905	24.532	22.872	20.984	21.724	20.460	24.508	20.770	23.954	21.772	22.393
18/02/2015 04:01	21.223	23.905	24.532	22.872	20.984	21.724	20.436	24.508	20.770	23.954	21.772	22.393
18/02/2015 04:06	21.223	23.905	24.532	22.872	20.984	21.724	20.412	24.508	20.770	23.954	21.772	22.393
18/02/2015 04:11	21.199	23.881	24.508	22.872	20.984	21.700	20.388	24.508	20.770	23.954	21.748	22.369
18/02/2015 04:16	21.199	23.881	24.532	22.872	20.984	21.700	20.388	24.508	20.746	23.930	21.772	22.369
18/02/2015 04:21	21.199	23.881	24.508	22.872	20.984	21.700	20.388	24.508	20.746	23.930	21.748	22.369
18/02/2015 04:26	21.175	23.881	24.508	22.872	20.984	21.700	20.388	24.508	20.746	23.930	21.748	22.369
18/02/2015 04:31	21.175	23.857	24.508	22.872	20.960	21.700	20.388	24.484	20.746	23.930	21.748	22.345
18/02/2015 04:36	21.151	23.857	24.508	22.872	20.960	21.700	20.412	24.484	20.722	23.905	21.748	22.345
18/02/2015 04:41	21.151	23.857	24.508	22.872	20.960	21.700	20.412	24.484	20.722	23.905	21.748	22.345
18/02/2015 04:46	21.127	23.857	24.508	22.872	20.960	21.700	20.436	24.484	20.722	23.905	21.748	22.345
18/02/2015 04:51	21.127	23.857	24.508	22.872	20.960	21.700	20.460	24.484	20.746	23.905	21.748	22.345
18/02/2015 04:56	21.127	23.857	24.508	22.872	20.960	21.700	20.460	24.508	20.793	23.905	21.748	22.345
18/02/2015 05:01	21.127	23.833	24.484	22.872	20.960	21.700	20.460	24.484	20.841	23.905	21.748	22.321
18/02/2015 05:06	21.127	23.833	24.484	22.872	20.960	21.700	20.460	24.508	20.889	23.905	21.748	22.321
18/02/2015 05:11	21.127	23.833	24.484	22.872	20.960	21.700	20.460	24.508	20.913	23.881	21.748	22.321
18/02/2015 05:16	21.103	23.833	24.484	22.872	20.960	21.700	20.460	24.508	20.936	23.881	21.748	22.321
18/02/2015 05:21	21.103	23.833	24.484	22.872	20.960	21.676	20.484	24.508	20.960	23.881	21.772	22.321
18/02/2015 05:26	21.103	23.833	24.484	22.872	20.960	21.676	20.484	24.484	20.960	23.881	21.748	22.298
18/02/2015 05:31	21.079	23.809	24.484	22.872	20.960	21.700	20.460	24.484	20.960	23.881	21.748	22.298
18/02/2015 05:36	21.079	23.809	24.484	22.872	20.960	21.700	20.460	24.484	20.960	23.881	21.748	22.321
18/02/2015 05:41	21.079	23.809	24.484	22.872	20.960	21.676	20.460	24.508	20.913	23.857	21.748	22.321
18/02/2015 05:46	21.056	23.809	24.484	22.872	20.960	21.676	20.460	24.484	20.865	23.857	21.748	22.321
18/02/2015 05:51	21.056	23.809	24.484	22.872	20.960	21.676	20.460	24.484	20.865	23.857	21.724	22.298
18/02/2015 05:56	21.056	23.809	24.484	22.872	20.960	21.676	20.460	24.484	20.841	23.857	21.724	22.298
18/02/2015 06:01	21.056	23.809	24.484	22.872	20.960	21.676	20.460	24.484	20.817	23.857	21.724	22.298
18/02/2015 06:06	21.032	23.785	24.484	22.872	20.960	21.676	20.460	24.484	20.793	23.857	21.724	22.298
18/02/2015 06:11	21.032	23.785	24.484	22.872	20.936	21.652	20.436	24.508	20.793	23.833	21.724	22.274
18/02/2015 06:16	21.032	23.761	24.460	22.872	20.913	21.628	20.412	24.508	20.793	23.833	21.700	22.250
18/02/2015 06:21	21.008	23.737	24.460	22.872	20.889	21.628	20.412	24.508	20.770	23.809	21.700	22.250
18/02/2015 06:26	21.008	23.737	24.436	22.872	20.865	21.628	20.388	24.484	20.770	23.785	21.676	22.226
18/02/2015 06:31	21.008	23.713	24.436	22.872	20.865	21.628	20.412	24.484	20.746	23.785	21.676	22.202
18/02/2015 06:36	20.984	23.713	24.436	22.872	20.865	21.628	20.412	24.484	20.770	23.761	21.676	22.202
18/02/2015 06:41	20.984	23.713	24.412	22.848	20.865	21.628	20.412	24.460	20.746	23.761	21.676	22.202
18/02/2015 06:46	20.960	23.689	24.412	22.848	20.865	21.604	20.436	24.460	20.746	23.761	21.676	22.178
18/02/2015 06:51	20.960	23.689	24.412	22.848	20.841	21.604	20.436	24.436	20.746	23.761	21.676	22.178
18/02/2015 06:56	20.960	23.689	24.388	22.848	20.865	21.604	20.436	24.436	20.746	23.737	21.676	22.178
18/02/2015 07:01	20.936	23.665	24.388	22.848	20.865	21.604	20.436	24.436	20.746	23.737	21.676	22.178
18/02/2015 07:06	20.936	23.665	24.388	22.848	20.841	21.604	20.436	24.412	20.746	23.713	21.676	22.154
18/02/2015 07:11	20.936	23.665	24.388	22.848	20.865	21.604	20.460	24.412	20.746	23.713	21.676	22.154
18/02/2015 07:16	20.936	23.641	24.363	22.848	20.865	21.604	20.460	24.412	20.746	23.713	21.676	22.154
