	MatD230	EM160b	MG230	MatD160	FD90	MatG230	FD160	MatG160	EG160b	MatG90	MatG20	FD20	ED160b	ME160	FD230	MatD90	EG230	EG160	EG90	EG20	EM230	EM160	EM90	EM20	ED230	ED160	ED90	ED20
21/12/2014 08:10	21.867	21.676	22.393	21.390	20.055	22.034	20.936	21.461	21.557	21.246	20.650	18.889		21.127	20.817		21.939	23.040	21.056	20.841	21.963	21.485	22.345	20.246	22.681	21.199	20.603	19.365
21/12/2014 08:15	21.867	21.652	22.393	21.390	20.055	22.058	20.936	21.461	21.557	21.246	20.650	18.889		21.127	20.793		21.963	23.040	21.056	20.841	21.987	21.485	22.345	20.246	22.681	21.175	20.603	19.365
21/12/2014 08:20	21.867	21.652	22.393	21.390	20.031	22.058	20.936	21.461	21.557	21.246	20.650	18.866		21.127	20.793		21.939	23.040	21.056	20.841	21.987	21.485	22.345	20.246	22.657	21.175	20.603	19.365
21/12/2014 08:25	21.867	21.652	22.393	21.390	20.031	22.058	20.936	21.461	21.557	21.246	20.650	18.866		21.127	20.817		21.939	23.040	21.056	20.841	21.963	21.485	22.345	20.246	22.705	21.175	20.603	19.365
21/12/2014 08:30	21.867	21.652	22.393	21.390	20.031	22.058	20.936	21.461	21.557	21.246	20.650	18.889		21.127	20.793		21.939	23.016	21.056	20.841	21.987	21.485	22.345	20.246	22.657	21.175	20.603	19.365
21/12/2014 08:35	21.867	21.676	22.393	21.390	20.031	22.058	20.936	21.461	21.557	21.246	20.650	18.889		21.127	20.817		21.939	23.040	21.056	20.841	21.987	21.485	22.345	20.246	22.657	21.175	20.603	19.365
21/12/2014 08:40	21.867	21.652	22.393	21.390	20.031	22.058	20.936	21.461	21.557	21.246	20.650	18.866		21.127	20.793		21.939	23.016	21.056	20.841	21.987	21.485	22.345	20.222	22.681	21.199	20.603	19.365
21/12/2014 08:45	21.867	21.676	22.393	21.390	20.031	22.058	20.936	21.461	21.557	21.246	20.650	18.866		21.127	20.793		21.939	23.016	21.056	20.841	21.987	21.509	22.345	20.246	22.681	21.175	20.603	19.365
21/12/2014 08:50	21.867	21.652	22.393	21.390	20.031	22.034	20.936	21.461	21.557	21.246	20.650	18.866		21.127	20.817		21.963	23.040	21.056	20.841	21.987	21.485	22.345	20.246	22.681	21.175	20.603	19.341
21/12/2014 08:55	21.867	21.652	22.417	21.390	20.031	22.034	20.936	21.461	21.557	21.246	20.650	18.866		21.103	20.817		21.963	23.040	21.056	20.841	21.987	21.485	22.345	20.246	22.681	21.175	20.603	19.365
21/12/2014 09:00	21.867	21.676	22.393	21.390	20.031	22.034	20.936	21.461	21.557	21.246	20.650	18.866		21.103	20.793		21.939	23.016	21.056	20.841	21.987	21.485	22.345	20.246	22.657	21.175	20.603	19.365
21/12/2014 09:05	21.867	21.676	22.393	21.390	20.031	22.034	20.936	21.461	21.557	21.246	20.650	18.889		21.127	20.793		21.939	23.040	21.056	20.841	21.987	21.485	22.345	20.246	22.681	21.175	20.603	19.341
21/12/2014 09:10	21.867	21.652	22.393	21.390	20.031	22.034	20.936	21.461	21.557	21.246	20.650	18.866		21.127	20.793		21.963	23.016	21.056	20.841	21.987	21.485	22.345	20.246	22.681	21.175	20.603	19.341
21/12/2014 09:15	21.867	21.652	22.393	21.390	20.031	22.034	20.936	21.461	21.557	21.246	20.650	18.866		21.103	20.770		21.939	23.016	21.056	20.841	21.987	21.485	22.345	20.246	22.681	21.175	20.603	19.365
21/12/2014 09:20	21.867	21.676	22.393	21.390	20.031	22.034	20.936	21.461	21.557	21.246	20.650	18.866		21.103	20.793		21.939	23.016	21.056	20.841	21.963	21.485	22.345	20.246	22.657	21.175	20.603	19.365
21/12/2014 09:25	21.867	21.676	22.393	21.390	20.031	22.034	20.936	21.461	21.557	21.246	20.650	18.866		21.103	20.793		21.939	23.016	21.056	20.841	21.987	21.485	22.345	20.246	22.657	21.175	20.603	19.365
21/12/2014 09:30	21.867	21.676	22.393	21.390	20.031	22.034	20.936	21.461	21.557	21.246	20.650	18.866		21.127	20.793		21.939	23.016	21.056	20.841	21.987	21.485	22.345	20.246	22.657	21.199	20.603	19.365
21/12/2014 09:35	21.867	21.652	22.393	21.390	20.031	22.058	20.936	21.461	21.557	21.246	20.650	18.866		21.103	20.793		21.939	23.016	21.056	20.841	21.987	21.485	22.345	20.246	22.681	21.175	20.603	19.365
21/12/2014 09:40	21.867	21.652	22.393	21.390	20.031	22.058	20.936	21.461	21.557	21.246	20.650	18.889		21.127	20.770		21.939	23.016	21.056	20.841	21.987	21.485	22.345	20.222	22.681	21.175	20.579	19.341
21/12/2014 09:45	21.867	21.652	22.393	21.390	20.031	22.058	20.936	21.461	21.557	21.246	20.650	18.866		21.103	20.793		21.939	23.016	21.056	20.841	21.963	21.485	22.345	20.246	22.681	21.175	20.603	19.365
21/12/2014 09:50	21.867	21.652	22.393	21.390	20.031	22.058	20.936	21.461	21.557	21.246	20.650	18.889		21.103	20.793		21.939	23.016	21.056	20.841	21.987	21.485	22.345	20.246	22.657	21.175	20.603	19.365
21/12/2014 09:55	21.867	21.652	22.393	21.390	20.031	22.058	20.936	21.461	21.557	21.246	20.650	18.889		21.103	20.793		21.939	23.016	21.056	20.841	21.987	21.485	22.345	20.246	22.657	21.175	20.603	19.365
21/12/2014 10:00	21.867	21.652	22.393	21.390	20.031	22.058	20.936	21.461	21.557	21.246	20.650	18.913		21.127	20.793		21.939	23.016	21.056	20.817	21.987	21.485	22.345	20.246	22.681	21.175	20.603	19.365
21/12/2014 10:05	21.867	21.676	22.393	21.390	20.031	22.058	20.936	21.461	21.557	21.246	20.650	18.913		21.127	20.793		21.939	23.016	21.056	20.841	21.987	21.485	22.345	20.246	22.681	21.175	20.603	19.365
21/12/2014 10:10	21.867	21.652	22.393	21.390	20.031	22.058	20.936	21.485	21.557	21.246	20.650	18.913		21.127	20.793		21.939	23.016	21.056	20.841	21.987	21.509	22.345	20.246	22.657	21.175	20.603	19.365
21/12/2014 10:15	21.867	21.676	22.393	21.390	20.055	22.058	20.936	21.485	21.557	21.270	20.650	18.913		21.127	20.793		21.939	23.040	21.056	20.841	21.987	21.485	22.345	20.246	22.657	21.175	20.603	19.365
21/12/2014 10:20	21.891	21.676	22.393	21.390	20.055	22.082	20.936	21.485	21.557	21.270	20.650	18.913		21.127	20.793		21.939	23.040	21.056	20.841	22.011	21.509	22.345	20.246	22.657	21.175	20.603	19.365
21/12/2014 10:25	21.867	21.676	22.393	21.413	20.055	22.082	20.936	21.485	21.557	21.270	20.650	18.913		21.127	20.793		21.963	23.040	21.056	20.841	21.987	21.485	22.345	20.246	22.681	21.175	20.603	19.365
21/12/2014 10:30	21.867	21.652	22.393	21.390	20.055	22.058	20.936	21.485	21.557	21.270	20.650	18.913		21.127	20.793		21.963	23.016	21.056	20.841	21.987	21.485	22.345	20.246	22.657	21.175	20.603	19.365
21/12/2014 10:35	21.891	21.652	22.393	21.413	20.055	22.058	20.936	21.485	21.557	21.270	20.650	18.937		21.127	20.817		21.963	23.040	21.056	20.841	21.987	21.485	22.345	20.246	22.681	21.175	20.603	19.365
21/12/2014 10:40	21.891	21.652	22.393	21.413	20.055	22.058	20.936	21.485	21.557	21.270	20.650	18.937		21.127	20.793		21.963	23.040	21.056	20.841	21.987	21.509	22.345	20.246	22.681	21.175	20.603	19.341
21/12/2014 10:45	21.867	21.652	22.393	21.413	20.055	22.058	20.936	21.485	21.557	21.270	20.650	18.937		21.127	20.817		21.963	23.040	21.056	20.841	21.987	21.485	22.345	20.246	22.657	21.175	20.627	19.365
21/12/2014 10:50	21.867	21.652	22.393	21.413	20.055	22.058	20.936	21.485	21.557	21.270	20.650	18.937		21.127	20.793		21.963	23.016	21.056	20.841	21.987	21.485	22.345	20.246	22.681	21.175	20.603	19.365
21/12/2014 10:55	21.867	21.652	22.393	21.390	20.055	22.058	20.936	21.485	21.557	21.270	20.650	18.937		21.127	20.793		21.963	23.016	21.056	20.841	21.987	21.485	22.345	20.269	22.657	21.175	20.603	19.341
21/12/2014 11:00	21.867	21.652	22.393	21.390	20.055	22.082	20.936	21.485	21.557	21.270	20.650	18.937		21.127	20.793		21.963	23.016	21.079	20.841	21.987	21.485	22.345	20.246	22.657	21.175	20.627	19.365
21/12/2014 11:05	21.867	21.652	22.393	21.390	20.079	22.058	20.936	21.485	21.557	21.270	20.650	18.937		21.127	20.793		21.939	23.016	21.079	20.841	21.963	21.485	22.345	20.246	22.657	21.175	20.603	19.365
21/12/2014 11:10	21.867	21.652	22.393	21.390	20.055	22.058	20.936	21.485	21.557	21.270	20.650	18.937		21.127	20.817		21.939	23.016	21.056	20.841	21.963	21.485	22.345	20.246	22.681	21.175	20.603	19.365
21/12/2014 11:15	21.867	21.652	22.393	21.390	20.055	22.058	20.936	21.485	21.557	21.270	20.650	18.937		21.127	20.793		21.939	23.016	21.056	20.841	21.963	21.485	22.345	20.246	22.657	21.175	20.603	19.365
21/12/2014 11:20	21.867	21.652	22.393	21.390	20.079	22.058	20.936	21.485	21.557	21.270	20.674	18.937		21.127	20.793		21.939	23.040	21.056	20.841	21.963	21.485	22.345	20.246	22.657	21.175	20.627	19.365
21/12/2014 11:25	21.867	21.652	22.417	21.390	20.055	22.082	20.936	21.485	21.557	21.270	20.674	18.937		21.127	20.793		21.963	23.016	21.079	20.841	21.963	21.485	22.345	20.246	22.657	21.175	20.627	19.365
21/12/2014 11:30	21.867	21.652	22.417	21.390	20.055	22.082	20.936	21.485	21.557	21.294	20.674	18.937		21.103	20.817		21.963	23.040	21.079	20.841	21.987	21.485	22.345	20.246	22.657	21.175	20.627	19.341
21/12/2014 11:35	21.867	21.652	22.417	21.390	20.055	22.082	20.936	21.485	21.557	21.294	20.674	18.937		21.127	20.817		21.963	23.040	21.079	20.841	21.987	21.485	22.345	20.269	22.681	21.175	20.603	19.341
21/12/2014 11:40	21.867	21.652	22.417	21.413	20.079	22.082	20.936	21.485	21.557	21.294	20.674	18.937		21.127	20.817		21.963	23.040	21.079	20.841	21.963	21.485	22.345	20.246	22.657	21.175	20.627	19.365
21/12/2014 11:45	21.891	21.652	22.417	21.413	20.079	22.082	20.960	21.509	21.557	21.294	20.674	18.961		21.127	20.841		21.963	23.040	21.079	20.841	21.987	21.485	22.345	20.246	22.657	21.175	20.603	19.365
21/12/2014 11:50	21.867	21.652	22.417	21.413	20.079	22.082	20.960	21.509	21.557	21.294	20.674	18.961		21.127	20.841		21.963	23.040	21.079	20.841	21.987	21.509	22.345	20.269	22.681	21.175	20.627	19.389
21/12/2014 11:55	21.867	21.652	22.417	21.413	20.079	22.082	20.960	21.509	21.557	21.294	20.674	18.937		21.127	20.841		21.963	23.040	21.079	20.865	21.987	21.485	22.345	20.269	22.681	21.175	20.627	19.365
21/12/2014 12:00	21.867	21.652	22.417	21.413	20.079	22.082	20.960	21.509	21.557	21.294	20.674	18.961		21.127	20.841		21.963	23.040	21.079	20.865	21.987	21.485	22.345	20.269	22.657	21.175	20.627	19.365
21/12/2014 12:05	21.891	21.652	22.417	21.413	20.079	22.082	20.960	21.509	21.557	21.294	20.698	18.961		21.127	20.841		21.963	23.040	21.079	20.865	21.987	21.485	22.345	20.269	22.657	21.175	20.603	19.365
21/12/2014 12:10	21.867	21.652	22.417	21.413	20.079	22.082	20.936	21.509	21.557	21.294	20.698	18.961		21.127	20.841		21.963	23.040	21.079	20.865	21.987	21.485	22.345	20.269	22.681	21.175	20.627	19.389
21/12/2014 12:15	21.867	21.652	22.417	21.413	20.079	22.082	20.960	21.509	21.557	21.294	20.698	18.961		21.127	20.841		21.963	23.040	21.079	20.865	21.963	21.485	22.369	20.269	22.657	21.175	20.627	19.365
21/12/2014 12:20	21.867	21.652	22.417	21.413	20.079	22.082	20.960	21.509	21.557	21.294	20.698	18.961		21.127	20.841		21.963	23.040	21.079	20.865	21.963	21.485	22.369	20.269	22.681	21.175	20.627	19.365
21/12/2014 12:25	21.867	21.652	22.417	21.413	20.079	22.082	20.960	21.509	21.557	21.294	20.698	18.985		21.127	20.841		21.963	23.040	21.079	20.865	21.963	21.485	22.345	20.269	22.657	21.175	20.627	19.365
21/12/2014 12:30	21.867	21.652	22.417	21.413	20.103	22.082	20.960	21.509	21.557	21.294	20.698	18.985		21.127	20.841		21.963	23.040	21.079	20.865	21.987	21.485	22.345	20.269	22.657	21.151	20.627	19.365
21/12/2014 12:35	21.891	21.652	22.417	21.413	20.103	22.082	20.960	21.509	21.581	21.294	20.698	18.985		21.127	20.865		21.963	23.040	21.079	20.865	21.987	21.485	22.345	20.269	22.657	21.151	20.650	19.365
21/12/2014 12:40	21.867	21.652	22.417	21.413	20.103	22.082	20.960	21.509	21.581	21.318	20.698	18.985		21.127	20.865		21.963	23.040	21.103	20.865	21.987	21.485	22.345	20.269	22.657	21.175	20.650	19.365
21/12/2014 12:45	21.867	21.652	22.417	21.413	20.103	22.106	20.960	21.509	21.581	21.318	20.698	18.985		21.127	20.865		21.963	23.040	21.103	20.865	21.987	21.485	22.369	20.293	22.657	21.175	20.627	19.365
21/12/2014 12:50	21.867	21.652	22.417	21.413	20.103	22.106	20.960	21.509	21.581	21.318	20.722	18.985		21.127	20.865		21.963	23.040	21.103	20.865	21.963	21.509	22.369	20.269	22.681	21.175	20.650	19.389
21/12/2014 12:55	21.867	21.652	22.441	21.413	20.103	22.082	20.984	21.509	21.581	21.318	20.722	19.008		21.127	20.865		21.963	23.040	21.103	20.865	21.987	21.485	22.345	20.293	22.681	21.175	20.650	19.365
21/12/2014 13:00	21.891	21.652	22.441	21.413	20.126	22.106	20.984	21.509	21.581	21.318	20.722	19.008		21.127	20.865		21.987	23.040	21.103	20.865	22.011	21.509	22.369	20.269	22.657	21.175	20.650	19.389
21/12/2014 13:05	21.891	21.652	22.441	21.413	20.126	22.106	20.984	21.509	21.581	21.318	20.722	19.008		21.127	20.865		21.987	23.040	21.103	20.865	21.987	21.485	22.369	20.269	22.681	21.175	20.650	19.389
21/12/2014 13:10	21.891	21.652	22.441	21.413	20.126	22.106	21.008	21.533	21.581	21.318	20.722	19.008		21.127	20.865		21.987	23.040	21.103	20.865	21.987	21.509	22.369	20.293	22.681	21.175	20.650	19.389
21/12/2014 13:15	21.891	21.652	22.441	21.437	20.126	22.106	21.008	21.533	21.581	21.318	20.722	19.008		21.127	20.865		21.987	23.064	21.103	20.865	21.987	21.509	22.369	20.293	22.681	21.175	20.650	19.365
21/12/2014 13:20	21.891	21.652	22.441	21.413	20.126	22.106	21.008	21.533	21.581	21.318	20.722	19.008		21.151	20.889		21.987	23.040	21.127	20.865	21.987	21.485	22.369	20.293	22.705	21.175	20.650	19.365
21/12/2014 13:25	21.891	21.652	22.441	21.413	20.126	22.106	21.008	21.533	21.581	21.318	20.722	19.008		21.151	20.889		21.987	23.040	21.127	20.865	21.963	21.509	22.369	20.293	22.681	21.175	20.650	19.389
21/12/2014 13:30	21.891	21.652	22.441	21.413	20.126	22.106	21.008	21.533	21.581	21.318	20.746	19.032		21.151	20.889		21.987	23.064	21.127	20.889	21.987	21.485	22.369	20.293	22.705	21.175	20.650	19.389
21/12/2014 13:35	21.891	21.652	22.441	21.437	20.126	22.106	21.008	21.533	21.581	21.318	20.746	19.032		21.151	20.889		21.987	23.064	21.127	20.889	21.987	21.509	22.369	20.293	22.705	21.175	20.650	19.389
21/12/2014 13:40	21.891	21.652	22.441	21.437	20.126	22.130	21.008	21.533	21.581	21.342	20.746	19.032		21.151	20.913		21.987	23.064	21.127	20.889	21.987	21.509	22.369	20.293	22.681	21.175	20.674	19.389
21/12/2014 13:45	21.891	21.652	22.465	21.437	20.150	22.130	21.008	21.533	21.581	21.318	20.746	19.032		21.175	20.913		21.987	23.064	21.127	20.889	21.987	21.509	22.369	20.317	22.681	21.199	20.650	19.365
21/12/2014 13:50	21.891	21.652	22.465	21.437	20.150	22.106	21.032	21.533	21.581	21.342	20.746	19.032		21.175	20.913		21.987	23.064	21.127	20.889	21.987	21.509	22.369	20.293	22.657	21.175	20.674	19.389
21/12/2014 13:55	21.891	21.652	22.465	21.437	20.150	22.130	21.032	21.533	21.581	21.342	20.746	19.032		21.175	20.913		21.987	23.064	21.127	20.889	21.987	21.509	22.369	20.317	22.681	21.175	20.674	19.389
21/12/2014 14:00	21.891	21.652	22.465	21.437	20.150	22.130	21.032	21.557	21.604	21.342	20.746	19.032		21.175	20.913		22.011	23.064	21.127	20.889	22.011	21.509	22.369	20.317	22.705	21.175	20.650	19.389
21/12/2014 14:05	21.891	21.652	22.465	21.437	20.150	22.130	21.032	21.557	21.604	21.342	20.746	19.032		21.175	20.936		21.987	23.064	21.127	20.889	21.987	21.509	22.369	20.293	22.705	21.199	20.674	19.389
21/12/2014 14:10	21.891	21.652	22.465	21.461	20.150	22.130	21.032	21.557	21.604	21.342	20.746	19.032		21.175	20.936		22.011	23.064	21.151	20.889	22.011	21.533	22.369	20.317	22.729	21.175	20.674	19.413
21/12/2014 14:15	21.891	21.652	22.465	21.461	20.150	22.130	21.032	21.557	21.604	21.342	20.746	19.032		21.175	20.936		22.011	23.064	21.151	20.889	21.987	21.509	22.369	20.317	22.705	21.199	20.674	19.389
21/12/2014 14:20	21.891	21.652	22.465	21.461	20.150	22.130	21.032	21.557	21.604	21.342	20.746	19.032		21.175	20.936		22.011	23.064	21.151	20.889	22.011	21.533	22.369	20.317	22.753	21.199	20.674	19.389
21/12/2014 14:25	21.891	21.652	22.465	21.461	20.150	22.130	21.032	21.557	21.604	21.342	20.746	19.032		21.175	20.936		22.011	23.064	21.151	20.889	22.011	21.509	22.369	20.317	22.729	21.199	20.674	19.389
21/12/2014 14:30	21.891	21.676	22.465	21.461	20.150	22.154	21.032	21.557	21.604	21.342	20.746	19.032		21.199	20.936		22.011	23.088	21.151	20.889	22.011	21.533	22.369	20.317	22.729	21.199	20.674	19.389
21/12/2014 14:35	21.891	21.676	22.465	21.461	20.150	22.130	21.032	21.557	21.604	21.342	20.746	19.032		21.199	20.936		22.011	23.088	21.151	20.889	21.987	21.533	22.369	20.317	22.705	21.199	20.674	19.389
21/12/2014 14:40	21.891	21.676	22.465	21.461	20.174	22.130	21.032	21.557	21.604	21.342	20.746	19.032		21.199	20.936		22.011	23.064	21.151	20.889	22.011	21.533	22.369	20.317	22.729	21.199	20.674	19.389
21/12/2014 14:45	21.891	21.676	22.465	21.461	20.174	22.130	21.032	21.557	21.604	21.342	20.746	19.032		21.199	20.936		22.011	23.088	21.151	20.889	22.011	21.533	22.393	20.317	22.729	21.199	20.674	19.389
21/12/2014 14:50	21.891	21.676	22.465	21.461	20.174	22.130	21.032	21.557	21.604	21.342	20.746	19.032		21.199	20.936		22.011	23.088	21.151	20.889	21.987	21.533	22.393	20.317	22.729	21.199	20.674	19.389
21/12/2014 14:55	21.891	21.676	22.465	21.461	20.174	22.130	21.056	21.557	21.604	21.342	20.746	19.032		21.199	20.936		22.011	23.088	21.151	20.889	22.011	21.533	22.393	20.317	22.729	21.199	20.674	19.389
21/12/2014 15:00	21.891	21.676	22.465	21.461	20.174	22.130	21.032	21.557	21.604	21.342	20.746	19.032		21.199	20.936		22.011	23.088	21.151	20.889	22.011	21.533	22.369	20.317	22.729	21.199	20.674	19.389
21/12/2014 15:05	21.891	21.676	22.465	21.461	20.174	22.130	21.032	21.557	21.604	21.342	20.746	19.032		21.199	20.936		22.011	23.088	21.151	20.889	21.987	21.533	22.393	20.317	22.729	21.199	20.674	19.413
21/12/2014 15:10	21.915	21.676	22.465	21.461	20.174	22.130	21.056	21.533	21.604	21.342	20.746	19.032		21.199	20.960		22.011	23.064	21.151	20.889	22.011	21.533	22.369	20.317	22.705	21.199	20.674	19.413
21/12/2014 15:15	21.891	21.676	22.465	21.461	20.174	22.130	21.056	21.557	21.604	21.342	20.746	19.032		21.199	20.936		22.011	23.088	21.151	20.889	22.011	21.533	22.369	20.317	22.705	21.199	20.674	19.389
21/12/2014 15:20	21.891	21.676	22.465	21.461	20.174	22.130	21.032	21.533	21.604	21.342	20.746	19.032		21.199	20.936		22.011	23.088	21.151	20.889	21.987	21.533	22.369	20.317	22.705	21.199	20.698	19.389
21/12/2014 15:25	21.891	21.676	22.465	21.461	20.174	22.130	21.056	21.533	21.604	21.342	20.746	19.032		21.199	20.960		22.011	23.088	21.151	20.889	21.987	21.533	22.369	20.317	22.705	21.199	20.674	19.389
21/12/2014 15:30	21.891	21.652	22.465	21.461	20.174	22.130	21.056	21.533	21.604	21.342	20.746	19.032		21.199	20.960		22.011	23.088	21.151	20.889	22.011	21.533	22.369	20.317	22.729	21.223	20.674	19.389
21/12/2014 15:35	21.891	21.652	22.465	21.461	20.174	22.130	21.056	21.533	21.604	21.342	20.746	19.032		21.199	20.960		22.011	23.088	21.151	20.889	22.011	21.533	22.369	20.317	22.729	21.223	20.674	19.365
21/12/2014 15:40	21.891	21.676	22.465	21.461	20.174	22.130	21.056	21.533	21.604	21.318	20.746	19.032		21.199	20.960		22.011	23.088	21.151	20.889	21.987	21.509	22.369	20.317	22.729	21.199	20.674	19.389
21/12/2014 15:45	21.891	21.652	22.465	21.461	20.174	22.130	21.056	21.533	21.604	21.342	20.746	19.032		21.199	20.960		22.011	23.088	21.151	20.889	22.011	21.533	22.369	20.317	22.729	21.199	20.674	19.365
21/12/2014 15:50	21.891	21.676	22.465	21.461	20.174	22.130	21.056	21.533	21.604	21.318	20.746	19.032		21.175	20.960		22.011	23.088	21.151	20.889	21.987	21.533	22.369	20.317	22.705	21.223	20.674	19.389
21/12/2014 15:55	21.891	21.652	22.465	21.461	20.174	22.130	21.056	21.533	21.604	21.318	20.746	19.032		21.199	20.960		22.011	23.088	21.151	20.889	21.987	21.533	22.369	20.317	22.729	21.199	20.674	19.389
21/12/2014 16:00	21.891	21.676	22.465	21.461	20.174	22.130	21.056	21.533	21.604	21.318	20.746	19.032		21.199	20.960		22.011	23.088	21.151	20.889	22.011	21.533	22.369	20.317	22.729	21.223	20.674	19.389
21/12/2014 16:05	21.891	21.676	22.465	21.461	20.174	22.130	21.056	21.533	21.604	21.342	20.746	19.032		21.199	20.960		22.011	23.088	21.151	20.889	22.011	21.533	22.369	20.317	22.729	21.223	20.674	19.389
21/12/2014 16:10	21.891	21.676	22.465	21.461	20.174	22.130	21.056	21.533	21.604	21.318	20.746	19.032		21.199	20.960		22.011	23.088	21.151	20.889	22.011	21.533	22.369	20.317	22.729	21.199	20.674	19.413
21/12/2014 16:15	21.891	21.676	22.465	21.461	20.174	22.130	21.056	21.533	21.604	21.318	20.746	19.032		21.175	20.960		22.011	23.088	21.151	20.889	21.987	21.509	22.369	20.317	22.729	21.199	20.674	19.389
21/12/2014 16:20	21.891	21.652	22.465	21.461	20.174	22.106	21.056	21.533	21.604	21.318	20.746	19.032		21.175	20.960		22.011	23.088	21.151	20.889	21.987	21.509	22.369	20.317	22.729	21.199	20.674	19.389
21/12/2014 16:25	21.891	21.652	22.465	21.437	20.174	22.106	21.056	21.533	21.604	21.318	20.722	19.032		21.175	20.936		21.987	23.064	21.151	20.889	21.987	21.509	22.369	20.317	22.729	21.199	20.674	19.389
21/12/2014 16:30	21.891	21.652	22.465	21.437	20.174	22.106	21.056	21.533	21.604	21.318	20.722	19.032		21.175	20.936		21.987	23.088	21.151	20.889	21.987	21.509	22.369	20.293	22.729	21.199	20.674	19.389
21/12/2014 16:35	21.891	21.652	22.465	21.437	20.174	22.106	21.032	21.509	21.604	21.318	20.722	19.032		21.175	20.936		22.011	23.064	21.127	20.889	21.963	21.509	22.369	20.317	22.705	21.199	20.674	19.389
21/12/2014 16:40	21.891	21.652	22.465	21.437	20.174	22.106	21.032	21.509	21.604	21.318	20.722	19.032		21.175	20.936		21.987	23.064	21.127	20.889	21.963	21.509	22.345	20.317	22.705	21.199	20.674	19.389
21/12/2014 16:45	21.867	21.652	22.465	21.413	20.150	22.106	21.032	21.509	21.604	21.318	20.722	19.008		21.175	20.936		21.987	23.064	21.127	20.889	21.963	21.485	22.369	20.293	22.705	21.199	20.674	19.389
21/12/2014 16:50	21.867	21.652	22.441	21.413	20.150	22.082	21.032	21.509	21.604	21.318	20.698	19.008		21.175	20.936		21.987	23.064	21.127	20.889	21.963	21.485	22.345	20.293	22.705	21.199	20.674	19.389
21/12/2014 16:55	21.867	21.628	22.441	21.413	20.150	22.082	21.032	21.509	21.604	21.294	20.722	19.008		21.151	20.936		21.987	23.064	21.127	20.889	21.963	21.485	22.345	20.293	22.729	21.199	20.674	19.389
21/12/2014 17:00	21.867	21.628	22.441	21.413	20.150	22.082	21.032	21.509	21.604	21.294	20.698	19.008		21.151	20.913		21.987	23.064	21.127	20.889	21.963	21.485	22.345	20.293	22.729	21.199	20.650	19.389
21/12/2014 17:05	21.843	21.628	22.441	21.413	20.150	22.082	21.032	21.509	21.604	21.294	20.698	19.008		21.151	20.913		21.987	23.064	21.127	20.865	21.963	21.485	22.345	20.269	22.705	21.175	20.650	19.389
21/12/2014 17:10	21.843	21.628	22.441	21.413	20.150	22.082	21.032	21.485	21.604	21.294	20.698	19.008		21.151	20.913		21.987	23.064	21.103	20.865	21.963	21.485	22.345	20.293	22.705	21.175	20.650	19.389
21/12/2014 17:15	21.843	21.628	22.417	21.413	20.150	22.082	21.032	21.485	21.604	21.270	20.698	19.008		21.127	20.936		21.987	23.064	21.127	20.865	21.963	21.485	22.345	20.293	22.705	21.199	20.650	19.389
21/12/2014 17:20	21.843	21.628	22.417	21.413	20.126	22.082	21.032	21.485	21.581	21.294	20.698	19.008		21.127	20.936		21.987	23.064	21.103	20.889	21.939	21.485	22.345	20.293	22.681	21.175	20.650	19.365
21/12/2014 17:25	21.843	21.604	22.441	21.413	20.150	22.082	21.032	21.485	21.581	21.270	20.698	18.985		21.127	20.913		21.987	23.064	21.103	20.865	21.939	21.461	22.321	20.269	22.705	21.199	20.650	19.389
21/12/2014 17:30	21.843	21.604	22.417	21.390	20.150	22.082	21.032	21.485	21.581	21.270	20.698	18.985		21.127	20.913		21.963	23.064	21.103	20.865	21.939	21.461	22.345	20.269	22.681	21.199	20.650	19.365
21/12/2014 17:35	21.843	21.604	22.417	21.390	20.126	22.082	21.008	21.485	21.581	21.270	20.698	18.985		21.127	20.913		21.963	23.064	21.103	20.865	21.939	21.461	22.321	20.269	22.681	21.175	20.650	19.389
21/12/2014 17:40	21.843	21.604	22.417	21.390	20.126	22.058	21.008	21.485	21.581	21.270	20.698	18.985		21.127	20.913		21.963	23.040	21.103	20.865	21.939	21.461	22.321	20.269	22.705	21.199	20.650	19.365
21/12/2014 17:45	21.819	21.604	22.417	21.390	20.126	22.058	21.008	21.461	21.581	21.270	20.698	18.985		21.127	20.913		21.963	23.040	21.103	20.865	21.939	21.461	22.321	20.269	22.705	21.175	20.650	19.365
21/12/2014 17:50	21.819	21.604	22.417	21.390	20.126	22.058	21.008	21.461	21.581	21.270	20.698	18.985		21.127	20.913		21.963	23.040	21.103	20.865	21.939	21.461	22.321	20.269	22.705	21.175	20.650	19.365
21/12/2014 17:55	21.819	21.604	22.417	21.390	20.126	22.058	21.008	21.461	21.581	21.246	20.674	18.985		21.127	20.913		21.963	23.040	21.103	20.865	21.939	21.461	22.321	20.269	22.705	21.175	20.650	19.389
21/12/2014 18:00	21.819	21.604	22.417	21.390	20.126	22.058	21.008	21.461	21.581	21.246	20.674	18.961		21.127	20.913		21.963	23.040	21.103	20.865	21.915	21.461	22.321	20.269	22.705	21.175	20.650	19.365
21/12/2014 18:05	21.819	21.604	22.417	21.366	20.126	22.058	21.008	21.461	21.581	21.246	20.674	18.961		21.127	20.889		21.963	23.040	21.079	20.865	21.915	21.461	22.321	20.269	22.705	21.175	20.650	19.365
